time_ms,setpoint_rpm,rpm,pwm
108300,450.0,446.847,157
108350,450.0,462.393,151
108400,450.0,448.692,156
108450,450.0,436.467,161
108500,450.0,444.331,158
108550,450.0,440.781,160
108600,450.0,453.04,156
108650,450.0,451.755,156
108700,450.0,449.289,157
108750,450.0,464.313,151
108800,450.0,452.792,155
108850,450.0,453.416,154
108900,450.0,442.617,159
108950,450.0,443.872,158
109000,450.0,451.035,156
109050,450.0,451.705,156
109100,450.0,439.402,161
109150,450.0,451.748,156
109200,450.0,452.479,156
109250,450.0,450.73,156
109300,450.0,446.821,158
109350,450.0,449.149,157
109400,450.0,451.432,156
109450,450.0,452.651,156
109500,450.0,455.403,154
109550,450.0,457.016,153
109600,450.0,447.219,157
109650,450.0,446.841,157
109700,450.0,452.713,155
109750,450.0,453.229,155
109800,450.0,446.51,157
109850,450.0,454.433,154
109900,450.0,454.622,154
109950,450.0,455.684,153
110000,450.0,457.429,152
110050,450.0,440.074,159
110100,450.0,447.439,156
110150,450.0,447.77,156
110200,450.0,447.411,157
110250,450.0,444.838,158
110300,450.0,440.929,160
110350,450.0,452.308,156
110400,450.0,446.86,158
110450,450.0,452.704,155
110500,450.0,446.601,158
110550,450.0,445.5,158
110600,450.0,454.132,155
110650,450.0,452.731,156
110700,450.0,455.01,154
110750,450.0,463.44,151
110800,450.0,449.513,156
110850,450.0,451.036,155
110900,450.0,441.417,159
110950,450.0,441.871,159
111000,450.0,460.555,152
111050,450.0,443.417,158
111100,450.0,443.771,159
111150,450.0,451.202,156
111200,450.0,450.659,156
111250,450.0,445.583,158
111300,450.0,449.953,157
111350,450.0,459.353,153
111400,450.0,445.389,158
111450,450.0,442.758,159
111500,450.0,458.023,153
111550,450.0,453.514,155
111600,450.0,446.246,158
111650,450.0,441.408,160
111700,450.0,448.192,158
111750,450.0,452.879,156
111800,450.0,459.712,153
111850,450.0,444.641,158
111900,450.0,451.158,156
111950,450.0,455.447,154
112000,450.0,456.409,153
112050,450.0,450.351,156
112100,450.0,467.282,149
112150,450.0,469.67,147
112200,450.0,476.09,143
112250,450.0,471.897,143
112300,450.0,453.479,149
112350,450.0,465.583,144
112400,450.0,470.575,141
112450,450.0,466.47,141
112500,450.0,468.7,140
112550,450.0,468.476,139
112600,450.0,465.05,139
112650,450.0,458.107,141
112700,450.0,447.687,145
112750,450.0,457.679,141
112800,450.0,462.137,138
112850,450.0,450.795,142
112900,450.0,461.337,138
112950,450.0,460.997,137
113000,450.0,454.045,140
113050,450.0,434.6,147
113100,450.0,448.88,142
113150,450.0,468.19,134
113200,450.0,449.503,141
113250,450.0,441.194,144
113300,450.0,462.421,136
113350,450.0,452.357,140
113400,450.0,458.749,137
113450,450.0,452.008,139
113500,450.0,452.67,139
113550,450.0,451.73,139
113600,450.0,453.423,138
113650,450.0,462.087,134
113700,450.0,451.365,138
113750,450.0,435.77,144
113800,450.0,450.963,139
113850,450.0,454.999,137
113900,450.0,454.16,137
113950,450.0,443.35,142
114000,450.0,454.744,137
114050,450.0,452.171,138
114100,450.0,461.6,134
114150,450.0,439.104,143
114200,450.0,443.28,142
114250,450.0,446.273,141
114300,450.0,446.153,141
114350,450.0,444.598,142
114400,450.0,434.631,146
114450,450.0,451.872,140
114500,450.0,456.224,138
114550,450.0,449.552,141
114600,450.0,464.479,134
114650,450.0,449.428,140
114700,450.0,457.355,137
114750,450.0,449.763,139
114800,450.0,453.033,138
114850,450.0,449.1,139
114900,450.0,455.627,137
114950,450.0,446.649,140
115000,450.0,449.985,139
115050,450.0,449.255,139
115100,450.0,445.37,141
115150,450.0,450.658,139
115200,450.0,461.51,134
115250,450.0,443.643,141
115300,450.0,449.172,139
115350,450.0,454.302,137
115400,450.0,452.59,138
115450,450.0,445.502,140
115500,450.0,431.952,146
115550,450.0,453.333,138
115600,450.0,435.958,145
115650,450.0,461.098,136
115700,450.0,450.952,139
115750,450.0,455.565,138
115800,450.0,443.292,142
115850,450.0,440.835,144
115900,450.0,454.046,139
115950,450.0,451.547,140
116000,450.0,448.718,141
116050,450.0,452.651,139
116100,450.0,468.063,133
116150,450.0,452.602,138
116200,450.0,453.311,137
116250,450.0,451.034,138
116300,450.0,454.498,137
116350,450.0,443.636,141
116400,450.0,433.908,145
116450,450.0,448.542,140
116500,450.0,454.759,138
116550,450.0,443.161,142
116600,450.0,449.328,140
116650,450.0,446.348,141
116700,450.0,460.154,136
116750,450.0,453.459,138
116800,450.0,452.095,138
116850,450.0,451.25,139
116900,450.0,447.273,140
116950,450.0,449.208,140
117000,450.0,441.362,143
117050,450.0,437.379,145
117100,450.0,454.226,139
117150,450.0,454.417,138
117200,450.0,458.451,137
117250,450.0,458.982,136
117300,450.0,457.021,136
117350,450.0,439.938,143
117400,450.0,446.202,141
117450,450.0,452.152,138
117500,450.0,463.642,134
117550,450.0,454.443,137
117600,450.0,451.442,138
117650,450.0,442.228,141
117700,450.0,440.748,142
117750,450.0,452.606,138
117800,450.0,440.648,143
117850,450.0,448.02,140
117900,450.0,449.009,140
117950,450.0,459.466,136
118000,450.0,445.777,141
118050,450.0,434.283,146
118100,450.0,455.545,138
118150,450.0,447.04,141
118200,450.0,452.028,139
118250,450.0,450.621,140
118300,450.0,449.504,140
118350,450.0,455.892,138
118400,450.0,440.864,143
118450,450.0,448.758,141
118500,450.0,456.412,138
118550,450.0,447.37,141
118600,450.0,441.965,143
118650,450.0,457.205,138
118700,450.0,458.551,137
118750,450.0,449.813,140
118800,450.0,438.474,144
118850,450.0,456.794,137
118900,450.0,440.763,144
118950,450.0,454.825,138
119000,450.0,446.298,142
119050,450.0,445.693,142
119100,450.0,450.882,140
119150,450.0,452.097,140
119200,450.0,449.043,141
119250,450.0,456.739,138
119300,450.0,449.148,140
119350,450.0,457.613,137
119400,450.0,451.701,139
119450,450.0,445.448,141
119500,450.0,445.205,142
119550,450.0,441.719,144
119600,450.0,455.472,138
119650,450.0,450.143,140
119700,450.0,437.881,145
119750,450.0,451.497,140
119800,450.0,448.8,141
119850,450.0,463.774,135
119900,450.0,440.923,144
119950,450.0,444.682,143
120000,650.0,462.801,218
120050,650.0,485.736,220
120100,650.0,517.907,216
120150,650.0,550.34,211
120200,650.0,551.496,216
120250,650.0,572.983,214
120300,650.0,597.462,208
120350,650.0,618.223,203
120400,650.0,612.126,207
120450,650.0,622.383,205
120500,650.0,633.587,202
120550,650.0,642.178,200
120600,650.0,627.41,206
120650,650.0,634.989,205
120700,650.0,649.127,200
120750,650.0,629.159,208
120800,650.0,648.643,201
120850,650.0,636.365,206
120900,650.0,645.652,203
120950,650.0,644.239,204
121000,650.0,641.024,206
121050,650.0,642.821,206
121100,650.0,652.048,202
121150,650.0,655.744,201
121200,650.0,647.948,203
121250,650.0,649.278,203
121300,650.0,652.397,202
121350,650.0,642.723,206
121400,650.0,654.685,201
121450,650.0,654.051,201
121500,650.0,663.804,197
121550,650.0,643.057,205
121600,650.0,644.209,204
121650,650.0,652.468,201
121700,650.0,651.999,201
121750,650.0,643.213,205
121800,650.0,645.49,204
121850,650.0,651.916,202
121900,650.0,643.33,205
121950,650.0,647.05,204
122000,650.0,650.582,203
122050,650.0,655.963,201
122100,650.0,645.285,205
122150,650.0,638.988,208
122200,650.0,641.049,208
122250,650.0,647.141,206
122300,650.0,647.634,206
122350,650.0,655.285,203
122400,650.0,648.141,205
122450,650.0,651.278,204
122500,650.0,650.527,204
122550,650.0,652.251,203
122600,650.0,662.079,199
122650,650.0,655.422,201
122700,650.0,650.263,203
122750,650.0,647.325,204
122800,650.0,647.941,204
122850,650.0,652.891,202
122900,650.0,653.734,202
122950,650.0,644.186,205
123000,650.0,650.878,203
123050,650.0,638.324,208
123100,650.0,654.223,202
123150,650.0,656.54,201
123200,650.0,648.929,204
123250,650.0,661.883,199
123300,650.0,643.454,205
123350,650.0,651.2,203
123400,650.0,649.644,203
123450,650.0,649.227,203
123500,650.0,649.116,204
123550,650.0,650.934,203
123600,650.0,655.287,201
123650,650.0,657.36,200
123700,650.0,647.62,203
123750,650.0,652.813,201
123800,650.0,642.931,205
123850,650.0,653.12,202
123900,650.0,643.599,205
123950,650.0,655.951,201
124000,650.0,661.679,198
124050,650.0,645.294,204
124100,650.0,633.9,209
124150,650.0,647.213,204
124200,650.0,658.283,200
124250,650.0,652.493,202
124300,650.0,650.222,203
124350,650.0,654.911,201
124400,650.0,650.852,202
124450,650.0,654.982,200
124500,650.0,651.935,201
124550,650.0,654.983,200
124600,650.0,647.009,203
124650,650.0,650.972,201
124700,650.0,643.258,205
124750,650.0,643.166,205
124800,650.0,658.45,199
124850,650.0,647.661,203
124900,650.0,651.661,202
124950,650.0,647.463,203
125000,650.0,643.619,205
125050,650.0,648.587,203
125100,650.0,657.297,200
125150,650.0,650.612,202
125200,650.0,636.836,208
125250,650.0,648.74,204
125300,650.0,661.182,199
125350,650.0,647.034,204
125400,650.0,638.216,207
125450,650.0,662.517,198
125500,650.0,652.473,202
125550,650.0,647.626,203
125600,650.0,646.046,204
125650,650.0,655.476,201
125700,650.0,644.799,205
125750,650.0,656.193,200
125800,650.0,651.067,202
125850,650.0,649.03,203
125900,650.0,648.733,203
125950,650.0,647.064,204
126000,650.0,655.119,201
126050,650.0,642.742,205
126100,650.0,639.472,207
126150,650.0,655.004,201
126200,650.0,653.84,202
126250,650.0,652.362,202
126300,650.0,651.438,202
126350,650.0,646.648,204
126400,650.0,653.962,201
126450,650.0,647.996,203
126500,650.0,645.543,205
126550,650.0,647.788,204
126600,650.0,662.293,198
126650,650.0,637.121,208
126700,650.0,653.394,202
126750,650.0,639.701,207
126800,650.0,651.158,203
126850,650.0,648.896,204
126900,650.0,639.236,208
126950,650.0,656.343,202
127000,650.0,650.592,204
127050,650.0,640.328,208
127100,650.0,660.056,200
127150,650.0,661.322,199
127200,650.0,659.163,199
127250,650.0,650.243,203
127300,650.0,648.587,203
127350,650.0,656.47,200
127400,650.0,657.22,199
127450,650.0,652.236,201
127500,650.0,639.361,206
127550,650.0,648.418,203
127600,650.0,650.194,202
127650,650.0,636.485,208
127700,650.0,653.051,202
127750,650.0,663.275,198
127800,650.0,650.914,202
127850,650.0,655.769,200
127900,650.0,646.875,203
127950,650.0,645.891,204
128000,650.0,642.421,205
128050,650.0,640.956,206
128100,650.0,654.344,202
128150,650.0,652.979,202
128200,650.0,637.082,208
128250,650.0,650.379,203
128300,650.0,642.86,207
128350,650.0,646.41,206
128400,650.0,647.478,205
128450,650.0,650.477,204
128500,650.0,644.329,207
128550,650.0,653.219,203
128600,650.0,645.399,206
128650,650.0,647.752,206
128700,650.0,639.405,209
128750,650.0,659.204,202
128800,650.0,647.14,206
128850,650.0,648.952,206
128900,650.0,635.327,211
128950,650.0,642.811,209
129000,650.0,656.544,204
129050,650.0,649.502,206
129100,650.0,636.157,212
129150,650.0,656.761,204
129200,650.0,645.73,208
129250,650.0,658.151,204
129300,650.0,647.739,207
129350,650.0,649.786,207
129400,650.0,655.881,204
129450,650.0,642.13,209
129500,650.0,642.962,210
129550,650.0,649.445,207
129600,650.0,655.542,205
129650,650.0,641.55,210
129700,650.0,641.144,211
129750,650.0,657.983,205
129800,650.0,648.028,208
129850,650.0,649.603,208
129900,650.0,641.082,211
129950,650.0,649.884,208
130000,650.0,653.894,206
130050,650.0,658.5,204
130100,650.0,646.411,209
130150,650.0,661.883,203
130200,650.0,645.59,209
130250,650.0,646.69,208
130300,650.0,660.446,203
130350,650.0,650.352,206
130400,650.0,645.444,208
130450,650.0,648.549,207
130500,650.0,657.716,204
130550,650.0,656.99,204
130600,650.0,642.088,209
130650,650.0,648.212,207
130700,650.0,649.271,207
130750,650.0,643.038,210
130800,650.0,650.321,207
130850,650.0,650.637,207
130900,650.0,657.404,204
130950,650.0,656.265,204
131000,650.0,645.722,208
131050,650.0,647.289,208
131100,650.0,653.308,205
131150,650.0,644.948,209
131200,650.0,653.259,205
131250,650.0,648.279,207
131300,650.0,643.204,209
131350,650.0,644.468,209
131400,650.0,659.91,203
131450,650.0,648.149,208
131500,650.0,659.606,203
131550,650.0,644.751,209
131600,650.0,650.938,206
131650,650.0,663.204,201
131700,650.0,639.699,210
131750,650.0,636.772,212
131800,650.0,658.697,204
131850,650.0,644.414,209
131900,650.0,650.388,207
131950,650.0,646.968,208
132000,650.0,652.569,206
132050,650.0,644.662,209
132100,650.0,650.282,207
132150,650.0,653.91,206
132200,650.0,644.53,209
132250,650.0,647.345,209
132300,650.0,650.288,207
132350,650.0,643.505,210
132400,650.0,650.796,208
132450,650.0,654.114,206
132500,650.0,650.06,208
132550,650.0,651.024,207
132600,650.0,652.198,207
132650,650.0,648.096,208
132700,650.0,656.433,205
132750,650.0,659.616,203
132800,650.0,646.106,208
132850,650.0,652.508,206
132900,650.0,647.758,208
132950,650.0,652.05,206
133000,650.0,658.814,203
133050,650.0,650.59,206
133100,650.0,636.791,212
133150,650.0,653.077,206
133200,650.0,657.242,204
133250,650.0,647.074,208
133300,650.0,655.152,204
133350,650.0,643.692,209
133400,650.0,640.278,211
133450,650.0,652.206,206
133500,650.0,640.168,211
133550,650.0,651.22,207
133600,650.0,660.044,203
133650,650.0,638.568,212
133700,650.0,644.9,210
133750,650.0,647.567,209
133800,650.0,653.891,206
133850,650.0,651.008,207
133900,650.0,661.184,203
133950,650.0,656.152,205
134000,650.0,652.376,206
134050,650.0,649.905,207
134100,650.0,651.573,206
134150,650.0,643.696,209
134200,650.0,655.221,205
134250,650.0,642.434,210
134300,650.0,655.797,205
134350,650.0,656.829,204
134400,650.0,649.556,206
134450,650.0,647.02,208
134500,650.0,651.3,206
134550,650.0,631.428,214
134600,650.0,654.17,206
134650,650.0,650.882,207
134700,650.0,651.079,207
134750,650.0,655.468,205
134800,650.0,649.644,207
134850,650.0,643.283,210
134900,650.0,650.808,207
134950,650.0,651.869,206
135000,650.0,651.486,206
135050,650.0,651.196,207
135100,650.0,656.473,204
135150,650.0,642.224,210
135200,650.0,651.525,206
135250,650.0,657.685,204
135300,650.0,638.083,211
135350,650.0,651.837,206
135400,650.0,646.68,208
135450,650.0,648.487,208
135500,650.0,645.727,209
135550,650.0,651.022,207
135600,650.0,662.839,202
135650,650.0,641.482,210
135700,650.0,643.735,210
135750,650.0,644.384,210
135800,650.0,663.797,202
135850,650.0,647.701,208
135900,650.0,650.799,207
135950,650.0,648.444,208
136000,650.0,649.873,207
136050,650.0,670.894,199
136100,650.0,664.43,200
136150,650.0,651.432,205
136200,650.0,663.485,200
136250,650.0,654.579,202
136300,650.0,649.941,204
136350,650.0,668.659,196
136400,650.0,666.934,196
136450,650.0,664.048,196
136500,650.0,653.065,200
136550,650.0,655.383,199
136600,650.0,660.781,196
136650,650.0,656.957,197
136700,650.0,651.34,199
136750,650.0,644.269,202
136800,650.0,656.496,197
136850,650.0,661.209,195
136900,650.0,645.566,201
136950,650.0,658.06,196
137000,650.0,654.836,197
137050,650.0,656.693,195
137100,650.0,655.805,195
137150,650.0,645.018,200
137200,650.0,640.94,201
137250,650.0,649.218,199
137300,650.0,658.219,195
137350,650.0,647.914,199
137400,650.0,647.646,199
137450,650.0,641.434,202
137500,650.0,664.939,193
137550,650.0,656.381,195
137600,650.0,654.536,196
137650,650.0,654.958,195
137700,650.0,651.427,196
137750,650.0,646.014,198
137800,650.0,647.139,198
137850,650.0,646.106,199
137900,650.0,665.48,191
137950,650.0,649.631,197
138000,650.0,643.794,199
138050,650.0,650.67,197
138100,650.0,641.867,200
138150,650.0,658.595,194
138200,650.0,643.828,199
138250,650.0,651.926,196
138300,650.0,654.693,195
138350,650.0,649.543,197
138400,650.0,647.948,198
138450,650.0,648.102,198
138500,650.0,648.26,198
138550,650.0,645.62,199
138600,650.0,647.326,198
138650,650.0,659.178,194
138700,650.0,647.771,198
138750,650.0,644.214,199
138800,650.0,646.795,199
138850,650.0,657.321,195
138900,650.0,653.364,196
138950,650.0,651.994,196
139000,650.0,646.505,198
139050,650.0,652.05,196
139100,650.0,644.17,199
139150,650.0,647.566,198
139200,650.0,655.349,195
139250,650.0,653.537,196
139300,650.0,641.867,200
139350,650.0,644.285,200
139400,650.0,651.494,197
139450,650.0,660.83,193
139500,650.0,636.548,203
139550,650.0,652.918,197
139600,650.0,642.566,201
139650,650.0,648.768,199
139700,650.0,650.83,198
139750,650.0,650.344,198
139800,650.0,649.536,198
139850,650.0,652.672,197
139900,650.0,648.794,198
139950,650.0,643.226,201
140000,650.0,658.263,195
140050,650.0,656.283,195
140100,650.0,655.266,195
140150,650.0,639.627,202
140200,650.0,653.225,197
140250,650.0,655.035,196
140300,650.0,643.875,200
140350,650.0,651.448,197
140400,650.0,650.249,198
140450,650.0,662.145,193
140500,650.0,660.119,193
140550,650.0,636.425,202
140600,650.0,664.286,191
140650,650.0,640.505,200
140700,650.0,653.792,195
140750,650.0,652.724,196
140800,650.0,640.592,200
140850,650.0,651.356,196
140900,650.0,647.204,198
140950,650.0,651.764,196
141000,650.0,649.268,197
141050,650.0,655.116,195
141100,650.0,647.379,198
141150,650.0,646.64,198
141200,650.0,654.841,195
141250,650.0,650.689,197
141300,650.0,651.749,196
141350,650.0,642.971,200
141400,650.0,642.461,200
141450,650.0,646.847,199
141500,650.0,647.303,199
141550,650.0,656.409,195
141600,650.0,656.0,195
141650,650.0,647.886,198
141700,650.0,657.853,194
141750,650.0,655.748,194
141800,650.0,647.514,197
141850,650.0,641.438,200
141900,650.0,657.68,194
141950,650.0,646.28,198
142000,650.0,648.163,198
142050,650.0,646.021,199
142100,650.0,643.808,200
142150,650.0,641.796,201
142200,650.0,656.188,196
142250,650.0,646.571,199
142300,650.0,670.258,190
142350,650.0,641.161,200
142400,650.0,641.804,201
142450,650.0,654.372,196
142500,650.0,659.522,194
142550,650.0,648.849,197
142600,650.0,651.867,196
142650,650.0,636.819,202
142700,650.0,646.516,199
142750,650.0,644.867,200
142800,650.0,641.092,202
142850,650.0,655.21,197
142900,650.0,640.16,202
142950,650.0,647.565,200
143000,650.0,652.829,198
143050,650.0,650.482,199
143100,650.0,657.877,196
143150,650.0,655.77,196
143200,650.0,657.96,195
143250,650.0,655.434,195
143300,650.0,656.327,195
143350,650.0,648.238,198
143400,650.0,650.602,197
143450,650.0,651.777,196
143500,650.0,648.965,197
143550,650.0,645.754,199
143600,650.0,647.219,198
143650,650.0,644.702,200
143700,650.0,653.533,196
143750,650.0,649.519,198
143800,650.0,646.374,199
143850,650.0,647.139,199
143900,650.0,644.502,200
143950,650.0,658.725,195
144000,650.0,645.962,199
144050,650.0,656.22,195
144100,650.0,646.096,199
144150,650.0,641.49,201
144200,650.0,657.513,195
144250,650.0,646.251,199
144300,650.0,647.488,199
144350,650.0,650.59,198
144400,650.0,657.015,195
144450,650.0,648.542,198
144500,650.0,641.319,201
144550,650.0,653.436,197
144600,650.0,646.577,200
144650,650.0,661.808,194
144700,650.0,648.163,198
144750,650.0,634.887,204
144800,650.0,653.712,197
144850,650.0,662.35,193
144900,650.0,657.273,195
144950,650.0,657.4,194
145000,650.0,638.567,202
145050,650.0,652.891,196
145100,650.0,642.267,201
145150,650.0,649.877,198
145200,650.0,640.97,202
145250,650.0,646.913,200
145300,650.0,647.53,200
145350,650.0,657.672,196
145400,650.0,655.572,196
145450,650.0,651.131,197
145500,650.0,640.782,202
145550,650.0,649.148,199
145600,650.0,646.788,200
145650,650.0,657.222,196
145700,650.0,657.599,195
145750,650.0,655.078,196
145800,650.0,643.201,200
145850,650.0,632.539,205
145900,650.0,642.074,202
145950,650.0,662.797,194
146000,650.0,649.009,199
146050,650.0,647.102,200
146100,650.0,662.153,194
146150,650.0,657.318,195
146200,650.0,648.198,198
146250,650.0,646.436,199
146300,650.0,648.054,199
146350,650.0,650.767,198
146400,650.0,658.956,194
146450,650.0,649.741,198
146500,650.0,651.827,197
146550,650.0,654.187,196
146600,650.0,639.37,202
146650,650.0,653.406,196
146700,650.0,646.083,199
146750,650.0,633.453,205
146800,650.0,639.542,203
146850,650.0,648.372,200
146900,650.0,657.948,196
146950,650.0,653.576,198
147000,650.0,653.452,197
147050,650.0,663.055,193
147100,650.0,640.774,202
147150,650.0,650.428,198
147200,650.0,652.2,198
147250,650.0,645.769,200
147300,650.0,651.249,198
147350,650.0,641.191,202
147400,650.0,661.111,194
147450,650.0,645.942,200
147500,650.0,663.135,193
147550,650.0,647.848,199
147600,650.0,654.884,196
147650,650.0,647.392,199
147700,650.0,648.247,199
147750,650.0,645.544,200
147800,650.0,650.818,198
147850,650.0,651.863,197
147900,650.0,644.595,200
147950,650.0,649.57,198
148000,650.0,646.48,200
148050,650.0,664.838,192
148100,650.0,647.058,199
148150,650.0,657.604,195
148200,650.0,645.683,199
148250,650.0,649.254,198
148300,650.0,639.965,202
148350,650.0,647.485,199
148400,650.0,651.8,198
148450,650.0,659.842,194
148500,650.0,649.37,198
148550,650.0,656.486,195
148600,650.0,650.573,197
148650,650.0,656.3,195
148700,650.0,644.962,199
148750,650.0,660.719,193
148800,650.0,641.215,200
148850,650.0,641.287,201
148900,650.0,640.66,202
148950,650.0,664.177,192
149000,650.0,651.785,197
149050,650.0,644.65,199
149100,650.0,655.02,196
149150,650.0,650.818,197
149200,650.0,658.3,194
149250,650.0,635.474,203
149300,650.0,646.418,199
149350,650.0,645.912,200
149400,650.0,637.952,203
149450,650.0,658.686,195
149500,650.0,648.655,199
149550,650.0,655.068,196
149600,650.0,663.511,193
149650,650.0,644.558,199
149700,650.0,645.018,200
149750,650.0,649.527,198
149800,650.0,654.774,196
149850,650.0,644.427,200
149900,650.0,645.271,200
149950,650.0,656.454,196
150000,650.0,651.18,197
150050,650.0,636.135,203
150100,650.0,615.65,213
150150,650.0,613.952,215
150200,650.0,592.622,226
150250,650.0,577.093,236
150300,650.0,577.034,241
150350,650.0,576.899,245
150400,650.0,581.66,247
150450,650.0,570.204,255
150500,650.0,577.228,255
150550,650.0,587.273,255
150600,650.0,587.917,255
150650,650.0,594.416,255
150700,650.0,585.724,255
150750,650.0,597.058,255
150800,650.0,603.02,255
150850,650.0,600.724,255
150900,650.0,599.78,255
150950,650.0,599.35,255
151000,650.0,595.755,255
151050,650.0,601.052,255
151100,650.0,609.658,255
151150,650.0,601.915,255
151200,650.0,597.743,255
151250,650.0,600.517,255
151300,650.0,605.008,255
151350,650.0,601.847,255
151400,650.0,607.245,255
151450,650.0,607.679,255
151500,650.0,610.056,255
151550,650.0,613.417,255
151600,650.0,610.983,255
151650,650.0,599.516,255
151700,650.0,599.797,255
151750,650.0,604.847,255
151800,650.0,602.665,255
151850,650.0,598.604,255
151900,650.0,602.836,255
151950,650.0,602.684,255
152000,650.0,603.674,255
152050,650.0,612.673,255
152100,650.0,606.826,255
152150,650.0,620.486,255
152200,650.0,606.698,255
152250,650.0,603.953,255
152300,650.0,605.733,255
152350,650.0,607.26,255
152400,650.0,608.344,255
152450,650.0,618.203,255
152500,650.0,600.679,255
152550,650.0,610.912,255
152600,650.0,607.01,255
152650,650.0,596.342,255
152700,650.0,610.398,255
152750,650.0,613.383,255
152800,650.0,600.637,255
152850,650.0,605.73,255
152900,650.0,595.434,255
152950,650.0,598.235,255
153000,650.0,612.078,255
153050,650.0,602.992,255
153100,650.0,599.139,255
153150,650.0,607.17,255
153200,650.0,602.66,255
153250,650.0,602.97,255
153300,650.0,610.232,255
153350,650.0,598.826,255
153400,650.0,600.365,255
153450,650.0,606.722,255
153500,650.0,611.614,255
153550,650.0,613.227,255
153600,650.0,601.808,255
153650,650.0,611.423,255
153700,650.0,601.094,255
153750,650.0,616.756,255
153800,650.0,598.996,255
153850,650.0,613.77,255
153900,650.0,601.86,255
153950,650.0,617.879,255
154000,650.0,609.347,255
154050,650.0,599.704,255
154100,650.0,602.666,255
154150,650.0,610.487,255
154200,650.0,612.116,255
154250,650.0,605.376,255
154300,650.0,606.068,255
154350,650.0,610.35,255
154400,650.0,606.591,255
154450,650.0,598.039,255
154500,650.0,600.922,255
154550,650.0,607.211,255
154600,650.0,613.093,255
154650,650.0,615.496,255
154700,650.0,610.477,255
154750,650.0,607.524,255
154800,650.0,610.293,255
154850,650.0,601.799,255
154900,650.0,604.881,255
154950,650.0,600.855,255
155000,650.0,598.308,255
155050,650.0,607.801,255
155100,650.0,606.913,255
155150,650.0,609.926,255
155200,650.0,609.077,255
155250,650.0,607.256,255
155300,650.0,609.14,255
155350,650.0,605.544,255
155400,650.0,608.277,255
155450,650.0,601.443,255
155500,650.0,608.018,255
155550,650.0,609.81,255
155600,650.0,601.782,255
155650,650.0,606.111,255
155700,650.0,602.058,255
155750,650.0,602.641,255
155800,650.0,599.05,255
155850,650.0,613.395,255
155900,650.0,612.194,255
155950,650.0,609.025,255
156000,650.0,617.633,255
156050,650.0,604.665,255
156100,650.0,623.991,255
156150,650.0,604.435,255
156200,650.0,607.331,255
156250,650.0,603.413,255
156300,650.0,608.034,255
156350,650.0,610.814,255
156400,650.0,605.116,255
156450,650.0,616.46,255
156500,650.0,607.235,255
156550,650.0,607.423,255
156600,650.0,600.346,255
156650,650.0,608.311,255
156700,650.0,604.996,255
156750,650.0,602.151,255
156800,650.0,601.141,255
156850,650.0,621.831,255
156900,650.0,604.219,255
156950,650.0,597.058,255
157000,650.0,601.611,255
157050,650.0,605.491,255
157100,650.0,609.08,255
157150,650.0,609.129,255
157200,650.0,609.86,255
157250,650.0,601.931,255
157300,650.0,607.843,255
157350,650.0,600.544,255
157400,650.0,602.082,255
157450,650.0,600.294,255
157500,650.0,598.67,255
157550,650.0,612.185,255
157600,650.0,609.932,255
157650,650.0,611.66,255
157700,650.0,606.036,255
157750,650.0,610.461,255
157800,650.0,595.232,255
157850,650.0,610.978,255
157900,650.0,606.863,255
157950,650.0,609.563,255
158000,650.0,608.08,255
158050,650.0,599.878,255
158100,650.0,596.812,255
158150,650.0,601.528,255
158200,650.0,609.19,255
158250,650.0,609.941,255
158300,650.0,597.592,255
158350,650.0,599.913,255
158400,650.0,601.461,255
158450,650.0,603.656,255
158500,650.0,597.628,255
158550,650.0,597.268,255
158600,650.0,600.869,255
158650,650.0,606.318,255
158700,650.0,598.716,255
158750,650.0,605.105,255
158800,650.0,612.151,255
158850,650.0,597.989,255
158900,650.0,604.561,255
158950,650.0,611.949,255
159000,650.0,603.29,255
159050,650.0,602.358,255
159100,650.0,612.781,255
159150,650.0,603.963,255
159200,650.0,612.427,255
159250,650.0,608.374,255
159300,650.0,603.743,255
159350,650.0,608.678,255
159400,650.0,607.723,255
159450,650.0,611.925,255
159500,650.0,602.51,255
159550,650.0,606.047,255
159600,650.0,605.431,255
159650,650.0,610.025,255
159700,650.0,599.649,255
159750,650.0,611.902,255
159800,650.0,608.598,255
159850,650.0,597.898,255
159900,650.0,613.05,255
159950,650.0,619.204,255
160000,350.0,614.362,251
160050,350.0,604.827,239
160100,350.0,588.615,231
160150,350.0,579.636,220
160200,350.0,581.388,205
160250,350.0,561.44,200
160300,350.0,544.906,194
160350,350.0,535.275,186
160400,350.0,523.738,180
160450,350.0,495.721,181
160500,350.0,488.739,175
160550,350.0,487.115,167
160600,350.0,457.168,171
160650,350.0,457.95,164
160700,350.0,437.89,166
160750,350.0,434.587,162
160800,350.0,428.281,160
160850,350.0,417.159,160
160900,350.0,410.465,158
160950,350.0,390.756,163
161000,350.0,399.91,157
161050,350.0,382.079,161
161100,350.0,385.067,158
161150,350.0,380.787,157
161200,350.0,378.114,157
161250,350.0,373.767,157
161300,350.0,363.719,159
161350,350.0,358.885,161
161400,350.0,371.421,155
161450,350.0,364.389,157
161500,350.0,368.417,154
161550,350.0,358.635,157
161600,350.0,349.344,160
161650,350.0,363.718,154
161700,350.0,353.596,158
161750,350.0,357.553,156
161800,350.0,350.602,158
161850,350.0,364.226,153
161900,350.0,347.135,159
161950,350.0,350.913,157
162000,350.0,353.306,156
